timestamp,type,amount,merchant_id,merchant_name,merchant_latitude,merchant_longitude,merchant_category,customer_id,customer_age,customer_latitude,customer_longitude,payment_method,currency,day_of_week,time_of_day,transaction_status,flag_fraudulent_activity,anomaly_score,applied_discounts,reward_points,transaction_channel,app_vs_website,device_used,balance_before,balance_after,transaction_fee
2023-11-29 10:18:47,purchase,502.17,7486,Merchant_7486,-77.121201,114.798309,electronics_store,13479,71,-28.327038,176.833829,cash,EUR,Thursday,afternoon,completed,False,0.68,1.68,95,in-person,website,smartphone,9869.84,9367.67,5.64
2023-11-29 10:18:48,withdrawal,518.85,9031,Merchant_9031,-51.379535,-119.019851,clothing_store,35460,28,43.564323,3.455138,credit_card,USD,Sunday,evening,pending,False,0.84,11.1,83,online,mobile_app,desktop,8713.34,8194.49,7.48
2023-11-29 10:18:49,withdrawal,178.16,5990,Merchant_5990,68.567959,-7.497124,clothing_store,32948,48,47.700826,-46.29073,debit_card,USD,Friday,morning,completed,True,0.68,12.0,76,in-person,website,desktop,1961.73,1783.57,4.52
2023-11-29 10:18:50,purchase,704.59,8021,Merchant_8021,-59.420752,-135.812559,clothing_store,38494,67,19.327595,147.296017,debit_card,EUR,Saturday,evening,declined,True,0.81,45.09,31,in-person,website,smartphone,8879.93,8175.34,2.24
2023-11-29 10:18:51,purchase,697.27,1667,Merchant_1667,80.548615,103.113064,electronics_store,92356,57,69.657615,-124.943592,credit_card,USD,Wednesday,morning,completed,True,0.78,23.9,91,in-person,website,smartphone,9498.67,8801.4,7.59
2023-11-29 10:18:52,withdrawal,122.08,8921,Merchant_8921,40.637623,-44.772895,restaurant,15833,40,21.207772,-141.726865,credit_card,GBP,Friday,afternoon,completed,True,0.55,38.26,88,in-person,mobile_app,desktop,8185.65,8063.57,3.45
2023-11-29 10:18:53,purchase,85.78,2983,Merchant_2983,-86.000394,15.062577,restaurant,14866,37,29.436314,-66.083952,credit_card,EUR,Tuesday,afternoon,declined,True,0.74,15.69,19,in-person,website,desktop,3889.06,3803.2799999999997,8.4
2023-11-29 10:18:54,purchase,998.9,8628,Merchant_8628,80.257356,133.674588,electronics_store,90949,56,87.642656,-42.374976,debit_card,EUR,Friday,evening,pending,True,0.98,43.64,58,in-person,website,desktop,2613.56,1614.6599999999999,5.65
2023-11-29 10:18:55,purchase,320.49,6857,Merchant_6857,37.907631,-99.831999,electronics_store,60654,60,26.293087,-128.512207,cash,GBP,Friday,afternoon,completed,False,0.7,12.08,6,in-person,website,desktop,2837.67,2517.1800000000003,9.71
2023-11-29 10:18:56,purchase,346.45,3391,Merchant_3391,54.989685,161.41247,electronics_store,57396,21,62.132371,-99.489354,credit_card,GBP,Saturday,afternoon,pending,False,0.99,29.51,87,online,website,smartphone,4223.98,3877.5299999999997,2.44
2023-11-29 10:18:57,deposit,31.69,9370,Merchant_9370,-53.796742,-171.397451,restaurant,44244,62,12.196523,-108.717441,credit_card,EUR,Monday,afternoon,declined,True,0.55,34.77,26,in-person,mobile_app,desktop,831.91,800.2199999999999,5.62
2023-11-29 10:18:58,withdrawal,318.58,7849,Merchant_7849,88.899975,-162.977506,electronics_store,50665,39,64.746834,38.526061,cash,EUR,Tuesday,morning,pending,True,0.65,20.41,80,in-person,mobile_app,smartphone,9956.0,9637.42,4.79
2023-11-29 10:18:59,deposit,846.76,1786,Merchant_1786,87.01602,102.432405,electronics_store,85282,50,28.399886,-41.017713,credit_card,GBP,Sunday,evening,pending,False,0.86,13.9,74,online,website,desktop,6514.84,5668.08,9.02
2023-11-29 10:19:00,purchase,284.73,5720,Merchant_5720,-33.240276,-83.388016,clothing_store,17151,51,-6.313986,173.35714,credit_card,EUR,Friday,morning,pending,False,0.61,4.94,34,online,mobile_app,desktop,2059.88,1775.15,8.44
2023-11-29 10:19:01,deposit,597.48,6785,Merchant_6785,84.886389,-48.202157,clothing_store,39589,61,-46.136729,18.688039,debit_card,EUR,Tuesday,afternoon,completed,True,0.74,45.35,57,online,mobile_app,smartphone,6516.07,5918.59,8.89
2023-11-29 10:19:02,deposit,110.21,5939,Merchant_5939,8.794588,107.533016,restaurant,30069,20,72.450927,-35.730123,credit_card,GBP,Saturday,evening,completed,False,0.63,8.8,73,in-person,website,desktop,8920.16,8809.95,6.96
2023-11-29 10:19:03,withdrawal,969.5,1253,Merchant_1253,-88.565928,-47.430711,restaurant,51357,30,-64.153042,172.118331,credit_card,GBP,Tuesday,morning,completed,True,0.7,39.81,35,in-person,website,smartphone,8366.62,7397.120000000001,1.19
2023-11-29 10:19:04,purchase,879.42,1116,Merchant_1116,38.68822,-30.506413,electronics_store,33057,57,-16.500138,-171.426193,credit_card,EUR,Saturday,morning,pending,True,0.6,42.98,25,in-person,mobile_app,smartphone,7764.34,6884.92,6.78
2023-11-29 10:19:05,purchase,334.77,4062,Merchant_4062,-34.118135,73.405028,restaurant,92252,23,-61.113569,-104.246214,credit_card,USD,Sunday,evening,completed,True,0.8,19.3,10,in-person,mobile_app,smartphone,7310.8,6976.030000000001,0.47
2023-11-29 10:19:06,purchase,870.62,6616,Merchant_6616,87.489707,5.76811,electronics_store,40557,58,-17.594037,-121.936464,credit_card,USD,Wednesday,morning,completed,True,0.52,27.3,43,in-person,mobile_app,smartphone,2133.94,1263.3200000000002,0.71
2023-11-29 10:19:07,deposit,961.79,1780,Merchant_1780,28.907618,51.497875,restaurant,61984,70,-28.809142,-92.005829,debit_card,EUR,Friday,morning,pending,True,0.97,19.87,42,in-person,mobile_app,desktop,232.67,-729.12,8.69
2023-11-29 10:19:08,withdrawal,846.98,4478,Merchant_4478,60.1046,-131.159174,restaurant,47886,73,46.738489,-83.924223,debit_card,USD,Sunday,evening,pending,True,0.96,32.78,24,online,mobile_app,desktop,2632.29,1785.31,3.06
2023-11-29 10:19:09,purchase,278.39,3287,Merchant_3287,-59.0598,-176.041166,clothing_store,19215,42,59.554939,-46.765745,cash,USD,Wednesday,evening,pending,True,0.52,15.69,16,online,mobile_app,smartphone,6469.36,6190.969999999999,3.02
2023-11-29 10:19:10,deposit,713.78,8996,Merchant_8996,-77.048924,62.099303,clothing_store,23001,56,-46.891805,173.768532,credit_card,GBP,Sunday,morning,completed,False,0.61,47.77,67,in-person,website,smartphone,7097.19,6383.41,8.12
2023-11-29 10:19:11,deposit,381.47,8273,Merchant_8273,38.207048,17.067944,electronics_store,24595,45,20.298256,-124.561734,cash,EUR,Saturday,morning,completed,True,0.71,12.57,11,in-person,mobile_app,desktop,8232.94,7851.47,9.91
2023-11-29 10:19:12,purchase,405.45,8230,Merchant_8230,69.121612,109.678186,electronics_store,55174,65,21.610253,84.092072,debit_card,USD,Saturday,morning,declined,False,0.95,16.74,26,in-person,website,desktop,3669.49,3264.04,2.26
2023-11-29 10:19:13,purchase,593.86,3170,Merchant_3170,-58.606621,147.895417,electronics_store,17033,73,3.079516,99.686533,cash,USD,Friday,afternoon,pending,True,0.79,48.04,14,online,website,smartphone,5747.4,5153.54,0.32
2023-11-29 10:19:14,withdrawal,594.98,2504,Merchant_2504,87.948945,-9.784895,clothing_store,96210,47,-15.442352,-73.484039,credit_card,USD,Sunday,morning,pending,False,0.95,0.97,33,in-person,mobile_app,desktop,6004.06,5409.08,5.37
2023-11-29 10:19:15,deposit,58.21,1233,Merchant_1233,-62.291461,-76.393055,clothing_store,25882,26,2.350016,172.134667,debit_card,GBP,Thursday,afternoon,pending,True,0.81,39.97,70,online,mobile_app,desktop,4720.73,4662.5199999999995,5.66
2023-11-29 10:19:16,deposit,72.39,9054,Merchant_9054,38.694931,-119.795082,restaurant,92605,52,-15.281831,148.518494,debit_card,USD,Thursday,afternoon,declined,True,0.68,26.52,50,online,website,smartphone,7706.8,7634.41,0.95
2023-11-29 10:19:17,withdrawal,106.99,7868,Merchant_7868,14.166612,99.491967,restaurant,30044,22,-70.910769,-9.924781,debit_card,USD,Thursday,afternoon,declined,True,0.67,8.66,37,online,mobile_app,smartphone,8457.03,8350.04,5.04
2023-11-29 10:19:18,withdrawal,839.81,9344,Merchant_9344,-1.239336,-29.028104,electronics_store,58856,48,-56.62027,28.661963,debit_card,USD,Thursday,afternoon,completed,True,0.75,27.71,41,in-person,mobile_app,smartphone,6393.3,5553.49,5.34
2023-11-29 10:19:19,purchase,675.76,3649,Merchant_3649,40.556639,98.455055,restaurant,17673,34,18.02186,133.983357,debit_card,EUR,Saturday,evening,completed,True,0.9,21.79,6,in-person,website,desktop,2573.83,1898.07,0.9
2023-11-29 10:19:20,deposit,648.74,7530,Merchant_7530,48.440455,126.204455,clothing_store,32002,30,-46.814001,-162.166479,credit_card,GBP,Saturday,afternoon,declined,True,0.63,32.96,19,online,website,smartphone,6154.35,5505.610000000001,2.27
2023-11-29 10:19:21,deposit,674.56,8916,Merchant_8916,73.727478,104.914325,restaurant,60763,58,-80.334074,148.720765,credit_card,GBP,Thursday,morning,completed,False,0.52,32.37,93,online,mobile_app,desktop,9758.77,9084.210000000001,1.63
2023-11-29 10:19:22,purchase,596.08,6647,Merchant_6647,-33.074129,-103.565978,electronics_store,74918,63,24.510417,166.478594,cash,USD,Friday,afternoon,completed,True,0.53,12.22,85,in-person,website,desktop,297.09,-298.99000000000007,2.42
2023-11-29 10:19:23,deposit,784.88,3869,Merchant_3869,-52.968,110.268103,restaurant,35116,41,-43.473876,28.154879,debit_card,USD,Monday,evening,pending,False,0.94,47.27,38,online,mobile_app,desktop,8728.64,7943.759999999999,7.29
2023-11-29 10:19:24,withdrawal,642.33,8109,Merchant_8109,53.536348,-54.558298,electronics_store,53580,31,-74.213714,62.770728,credit_card,USD,Monday,evening,pending,True,0.71,17.98,13,online,mobile_app,smartphone,1559.26,916.93,7.16
2023-11-29 10:19:25,deposit,620.97,9470,Merchant_9470,63.029125,60.943714,restaurant,17502,47,73.88429,166.973021,debit_card,EUR,Friday,evening,declined,False,0.57,48.73,80,online,mobile_app,desktop,7552.33,6931.36,3.59
2023-11-29 10:19:26,deposit,89.1,6477,Merchant_6477,2.416295,-11.227429,clothing_store,18921,18,14.139571,-126.463802,debit_card,EUR,Thursday,evening,completed,True,0.85,20.38,92,online,website,smartphone,899.7,810.6,2.12
2023-11-29 10:19:27,purchase,316.88,7608,Merchant_7608,77.398529,-114.970168,clothing_store,22903,52,26.097946,-142.504241,credit_card,EUR,Wednesday,afternoon,completed,True,0.7,17.11,69,in-person,mobile_app,desktop,8936.06,8619.18,4.88
2023-11-29 10:19:28,withdrawal,597.51,8934,Merchant_8934,-65.784101,-69.981088,clothing_store,69293,73,46.989404,105.152524,debit_card,USD,Thursday,morning,completed,True,0.86,34.42,71,in-person,mobile_app,desktop,7124.7,6527.19,8.97
2023-11-29 10:19:29,deposit,260.02,3552,Merchant_3552,57.194478,-4.724196,electronics_store,94490,79,70.826428,1.89526,cash,EUR,Sunday,morning,pending,False,0.76,20.43,51,online,website,desktop,3437.54,3177.52,7.25
2023-11-29 10:19:30,deposit,385.8,8678,Merchant_8678,-30.536459,-157.137796,restaurant,63840,78,-9.59958,-63.226771,cash,GBP,Sunday,afternoon,declined,True,0.71,47.79,54,online,mobile_app,desktop,2922.31,2536.5099999999998,5.68
2023-11-29 10:19:31,withdrawal,883.08,4698,Merchant_4698,-67.830698,-91.674864,electronics_store,38969,80,1.086296,14.133742,credit_card,USD,Wednesday,evening,completed,False,0.83,10.6,13,online,mobile_app,desktop,2687.09,1804.0100000000002,9.02
2023-11-29 10:19:32,withdrawal,758.67,1723,Merchant_1723,33.779811,-10.429197,restaurant,48204,77,54.302828,-7.51105,debit_card,GBP,Thursday,morning,pending,False,0.96,34.25,35,online,mobile_app,smartphone,2420.1,1661.4299999999998,6.45
2023-11-29 10:19:33,purchase,72.24,6686,Merchant_6686,-6.945547,124.268163,restaurant,24886,45,38.646872,-37.350177,credit_card,GBP,Sunday,afternoon,pending,True,0.67,25.43,66,in-person,mobile_app,desktop,1264.79,1192.55,6.65
2023-11-29 10:19:34,purchase,385.78,1513,Merchant_1513,-53.619533,65.00886,restaurant,53462,35,-87.2054,150.728935,cash,GBP,Monday,evening,completed,True,0.78,15.82,78,in-person,website,smartphone,2494.76,2108.9800000000005,6.2
2023-11-29 10:19:35,withdrawal,23.82,1645,Merchant_1645,84.968905,-105.656634,electronics_store,42167,76,47.060963,86.650342,credit_card,EUR,Monday,evening,completed,True,0.94,3.03,49,online,mobile_app,desktop,254.27,230.45000000000002,1.51
2023-11-29 10:19:36,withdrawal,624.26,8007,Merchant_8007,0.031827,-155.81883,restaurant,53297,33,4.986233,-23.726948,debit_card,GBP,Friday,evening,declined,False,0.86,36.67,89,in-person,website,smartphone,7871.42,7247.16,8.59
2023-11-29 10:19:37,withdrawal,189.72,5265,Merchant_5265,88.57173,-151.523543,electronics_store,21813,71,49.148648,27.328782,cash,EUR,Thursday,morning,declined,True,0.83,33.75,87,online,mobile_app,smartphone,4869.69,4679.969999999999,0.39
2023-11-29 10:19:38,deposit,174.21,8556,Merchant_8556,-81.481775,-172.706616,electronics_store,57783,45,77.625456,177.524329,debit_card,USD,Friday,afternoon,pending,True,0.71,19.32,82,online,website,smartphone,8112.62,7938.41,9.4
2023-11-29 10:19:39,purchase,915.04,9786,Merchant_9786,-68.057779,75.450981,restaurant,16949,47,29.312415,-103.916347,cash,EUR,Tuesday,morning,pending,True,0.79,3.25,60,in-person,website,smartphone,8073.68,7158.64,0.53
2023-11-29 10:19:40,withdrawal,564.19,7578,Merchant_7578,-52.613801,54.045657,electronics_store,47778,36,66.393776,88.416369,debit_card,EUR,Tuesday,afternoon,declined,False,0.59,23.13,8,in-person,website,smartphone,1997.44,1433.25,9.8
2023-11-29 10:19:41,purchase,508.69,5687,Merchant_5687,7.990758,158.806696,restaurant,13429,66,56.245918,151.473557,credit_card,GBP,Saturday,evening,declined,False,0.78,46.57,17,online,mobile_app,desktop,7129.27,6620.580000000001,7.32
2023-11-29 10:19:42,withdrawal,481.32,9466,Merchant_9466,-0.466739,-52.200811,restaurant,11746,45,30.20089,-175.983308,credit_card,GBP,Wednesday,morning,completed,True,0.79,39.42,55,online,website,smartphone,1032.97,551.6500000000001,5.07
2023-11-29 10:19:43,purchase,170.33,1105,Merchant_1105,85.188282,-41.256035,restaurant,42330,36,86.383229,94.622147,debit_card,GBP,Thursday,afternoon,completed,True,0.92,25.62,100,in-person,website,desktop,4179.34,4009.01,2.45
2023-11-29 10:19:44,purchase,168.76,3135,Merchant_3135,37.649767,142.162202,electronics_store,58911,22,19.988041,3.029945,debit_card,USD,Thursday,afternoon,declined,False,0.61,9.63,48,in-person,mobile_app,desktop,8053.47,7884.71,7.0
2023-11-29 10:19:45,purchase,325.38,8274,Merchant_8274,-65.299013,-62.3137,restaurant,61907,21,-1.462919,-39.605931,debit_card,GBP,Tuesday,afternoon,pending,True,0.75,43.94,62,in-person,website,desktop,7513.48,7188.099999999999,4.78
2023-11-29 10:19:46,withdrawal,183.56,6426,Merchant_6426,-22.927149,-136.356042,clothing_store,36229,77,-9.811294,2.305195,credit_card,GBP,Monday,evening,declined,False,0.95,2.82,64,in-person,website,smartphone,4578.15,4394.589999999999,7.44
2023-11-29 10:19:47,purchase,450.31,1251,Merchant_1251,-43.028347,-34.621475,electronics_store,42961,74,85.795292,166.60657,credit_card,USD,Tuesday,morning,pending,True,0.52,30.15,89,in-person,mobile_app,smartphone,1948.03,1497.72,1.45
2023-11-29 10:19:48,purchase,188.43,6727,Merchant_6727,-28.831071,-177.495193,clothing_store,12682,37,33.859967,54.67871,debit_card,USD,Sunday,evening,declined,True,0.79,7.07,91,in-person,website,desktop,5029.39,4840.96,1.49
2023-11-29 10:19:49,withdrawal,390.06,4711,Merchant_4711,50.610879,109.710686,restaurant,23787,60,53.84074,-158.724961,credit_card,USD,Saturday,afternoon,completed,False,0.59,30.68,58,online,website,smartphone,7784.14,7394.08,9.23
2023-11-29 10:19:50,purchase,126.06,7481,Merchant_7481,32.91523,-0.840729,electronics_store,70368,47,-45.538538,-160.599926,debit_card,GBP,Monday,morning,completed,True,0.92,0.39,12,in-person,website,desktop,9467.25,9341.19,2.72
2023-11-29 10:19:51,withdrawal,38.63,3235,Merchant_3235,-49.080715,161.258796,electronics_store,78928,60,-6.387937,-4.128334,debit_card,USD,Monday,afternoon,pending,True,0.83,32.41,76,online,mobile_app,smartphone,6660.5,6621.87,6.41
2023-11-29 10:19:52,purchase,23.9,2679,Merchant_2679,19.590826,87.964812,clothing_store,32672,73,-3.433069,95.359865,debit_card,EUR,Tuesday,morning,completed,True,0.97,14.22,21,online,website,smartphone,3758.01,3734.11,7.49
2023-11-29 10:19:53,withdrawal,326.57,8513,Merchant_8513,-40.320757,-132.735975,clothing_store,26316,21,14.85829,100.234601,debit_card,EUR,Wednesday,morning,completed,True,0.69,50.0,91,in-person,website,desktop,3069.71,2743.14,7.16
2023-11-29 10:19:54,withdrawal,668.72,1116,Merchant_1116,-38.398701,135.791577,electronics_store,20980,78,-58.910577,168.837025,credit_card,GBP,Sunday,afternoon,completed,True,0.52,49.91,64,in-person,website,smartphone,2418.3,1749.5800000000002,2.29
2023-11-29 10:19:55,purchase,265.5,5970,Merchant_5970,-29.737512,-98.51211,restaurant,51435,37,42.85248,54.121348,credit_card,EUR,Wednesday,evening,completed,True,0.73,48.6,87,in-person,website,smartphone,5557.15,5291.65,1.46
2023-11-29 10:19:56,withdrawal,888.59,8453,Merchant_8453,85.514474,37.54638,restaurant,96193,26,36.331892,45.811107,credit_card,EUR,Friday,afternoon,declined,True,0.74,43.63,50,in-person,website,smartphone,8440.46,7551.869999999999,5.13
2023-11-29 10:19:57,purchase,416.42,6558,Merchant_6558,-7.473839,-54.845094,electronics_store,64095,58,71.618034,-97.533752,credit_card,USD,Monday,afternoon,declined,True,0.81,36.51,86,in-person,mobile_app,smartphone,1161.83,745.4099999999999,5.28
2023-11-29 10:19:58,withdrawal,403.93,3540,Merchant_3540,62.372479,-35.679077,electronics_store,80119,73,-54.603394,-159.722101,debit_card,USD,Monday,afternoon,completed,True,0.95,45.0,27,online,mobile_app,smartphone,2050.65,1646.72,9.2
2023-11-29 10:19:59,withdrawal,967.92,5605,Merchant_5605,43.228029,-43.166232,electronics_store,94107,73,52.587987,45.668738,debit_card,EUR,Wednesday,afternoon,declined,True,0.85,24.54,44,online,website,desktop,1340.18,372.2600000000001,1.13
2023-11-29 10:20:00,deposit,734.9,4820,Merchant_4820,41.123505,33.945382,clothing_store,53282,58,32.388183,-173.964945,cash,EUR,Wednesday,morning,completed,False,0.66,9.39,49,in-person,website,desktop,4869.82,4134.92,0.37
2023-11-29 10:20:01,withdrawal,112.26,8865,Merchant_8865,-72.592493,-86.86144,electronics_store,85332,31,-31.041903,-152.45635,cash,GBP,Wednesday,morning,completed,True,0.56,13.16,96,online,mobile_app,desktop,7223.22,7110.96,2.81
2023-11-29 10:20:02,withdrawal,713.84,6979,Merchant_6979,-55.755987,59.603112,electronics_store,93326,20,65.173473,-37.777607,credit_card,USD,Monday,morning,pending,False,0.87,40.71,12,online,website,smartphone,4496.17,3782.33,9.6
2023-11-29 10:20:03,purchase,366.9,2699,Merchant_2699,52.559242,-159.079875,clothing_store,75602,52,20.295971,-78.35245,debit_card,EUR,Friday,morning,declined,True,0.88,27.3,44,online,mobile_app,desktop,4991.8,4624.900000000001,4.25
2023-11-29 10:20:04,deposit,106.74,1427,Merchant_1427,-3.948576,-71.519202,electronics_store,43244,59,7.860061,-128.144136,debit_card,USD,Sunday,evening,completed,False,0.87,19.59,25,in-person,mobile_app,desktop,8712.32,8605.58,3.2
2023-11-29 10:20:05,deposit,88.22,7378,Merchant_7378,-49.153789,-85.959795,clothing_store,91191,27,-46.307622,43.376007,debit_card,EUR,Thursday,morning,pending,False,0.68,24.11,46,online,mobile_app,smartphone,5531.66,5443.44,6.89
2023-11-29 10:20:06,purchase,586.77,9687,Merchant_9687,82.424275,82.107073,clothing_store,14091,47,79.695972,-107.317985,debit_card,GBP,Monday,morning,completed,False,0.77,3.46,98,in-person,mobile_app,smartphone,2617.95,2031.1799999999998,5.36
2023-11-29 10:20:07,deposit,433.2,1234,Merchant_1234,-48.832363,-143.403879,electronics_store,71389,71,-17.96095,72.053028,credit_card,USD,Thursday,afternoon,pending,True,0.63,42.24,28,in-person,mobile_app,smartphone,8520.41,8087.21,9.35
2023-11-29 10:20:08,purchase,507.31,9843,Merchant_9843,-73.811881,-102.426542,restaurant,10244,51,-22.108511,173.843486,credit_card,EUR,Saturday,morning,completed,False,0.85,9.78,44,online,website,desktop,9547.55,9040.24,5.71
2023-11-29 10:20:09,withdrawal,434.48,8245,Merchant_8245,-51.803872,-162.632616,electronics_store,72192,77,-86.803257,118.246626,debit_card,GBP,Sunday,afternoon,completed,False,0.76,45.92,56,in-person,mobile_app,desktop,1738.74,1304.26,3.62
2023-11-29 10:20:10,withdrawal,697.0,1969,Merchant_1969,-16.382391,53.178932,clothing_store,12261,33,-7.954002,164.710373,debit_card,GBP,Tuesday,afternoon,completed,True,0.71,18.27,48,in-person,mobile_app,desktop,566.08,-130.91999999999996,3.52
2023-11-29 10:20:11,withdrawal,916.57,6359,Merchant_6359,4.727115,-160.006085,restaurant,89328,54,62.603661,82.348736,debit_card,USD,Saturday,morning,completed,True,0.77,20.23,21,in-person,website,smartphone,9409.05,8492.48,0.45
2023-11-29 10:20:12,purchase,943.5,8578,Merchant_8578,19.375827,67.50129,electronics_store,13269,80,48.549866,-138.500677,cash,USD,Saturday,morning,pending,True,0.98,47.54,55,online,website,smartphone,3297.64,2354.14,9.83
